district_nces_code;polygon_area;district_name;cbsa_title;median_sale_price;median_sale_price_per_sqft;total_sales
0604110;9360863.44654513;Bassett Unified School District;Los Angeles-Long Beach-Anaheim, CA;368000;280.4557405784399649;373
0604200;4235473.76665596;Bayshore Elementary School District;San Francisco-Oakland-Hayward, CA;645000;445.6842105263157895;73
0604440;18560255.3018875;Bellflower Unified School District;Los Angeles-Long Beach-Anaheim, CA;400000;296.4285714285714286;1351
0604530;24362178.139715;Belmont-Redwood Shores Elementary School District;San Francisco-Oakland-Hayward, CA;905000;598.2596084118926759;1264
0604740;27077094.1519151;Berkeley Unified School District;San Francisco-Oakland-Hayward, CA;850000;566.2020905923344948;1908
0604830;14838163.3843677;Beverly Hills Unified School District;Los Angeles-Long Beach-Anaheim, CA;2050000;795.7786651454649173;833
0605520;96562872.949487;Bolinas-Stinson Union School District;San Francisco-Oakland-Hayward, CA;2000000;1141.8047882136279926;75
0605610;101204092.157271;Bonita Unified School District;Los Angeles-Long Beach-Anaheim, CA;500000;297.1311475409836066;1855
0605880;49121582.8602503;Brea-Olinda Unified School District;Los Angeles-Long Beach-Anaheim, CA;580000;316.3017031630170316;1227
0605910;145285599.391692;Brentwood Union Elementary School District;San Francisco-Oakland-Hayward, CA;455000;203.5175879396984925;2937
0606060;20880388.3230912;Brisbane Elementary School District;San Francisco-Oakland-Hayward, CA;655000;485.5072463768115942;374
0606360;18403416.0321696;Buena Park Elementary School District;Los Angeles-Long Beach-Anaheim, CA;430000;296.2085308056872038;936
0606450;45608425.0887174;Burbank Unified School District;Los Angeles-Long Beach-Anaheim, CA;612000;414.1208418194161575;2367
0606480;12492703.8160634;Burlingame Elementary School District;San Francisco-Oakland-Hayward, CA;1300000;712.5984251968503937;730
0606750;204458362.391737;Byron Union Elementary;San Francisco-Oakland-Hayward, CA;464900;199.6625421822272216;885
0606780;276369873.451396;Cabrillo Unified School District;San Francisco-Oakland-Hayward, CA;899000;452.2821576763485477;892
0607350;9998359.79065128;Canyon Elementary School District;San Francisco-Oakland-Hayward, CA;744000;562.3582766439909297;1
0607440;406309373.285534;Capistrano Unified School District;Los Angeles-Long Beach-Anaheim, CA;580000;327.9245283018867925;16687
0607740;403772667.718404;Castaic Union Elementary School District;Los Angeles-Long Beach-Anaheim, CA;440000;227.4305555555555556;894
0607800;192247421.151415;Castro Valley Unified School District;San Francisco-Oakland-Hayward, CA;655000;379.6728971962616822;1547
0607920;23886578.3175201;Centinela Valley Union High School District;Los Angeles-Long Beach-Anaheim, CA;430000;299.3562231759656652;1361
0608070;15074546.0078633;Centralia Elementary School District;Los Angeles-Long Beach-Anaheim, CA;470000;308.9700996677740864;962
0608160;416866106.610077;Chaffey Joint Union High School District;Los Angeles-Long Beach-Anaheim, CA;355599;216.8079096045197740;11352
0608190;14961655.2448272;Charter Oak Unified School District;Los Angeles-Long Beach-Anaheim, CA;445000;282.6347305389221557;916
0608460;219266835.871224;Chino Valley Unified School District;Los Angeles-Long Beach-Anaheim, CA;425000;247.3958333333333333;5320
0608760;38262204.3162785;Claremont Unified School District;Los Angeles-Long Beach-Anaheim, CA;560000;294.8207171314741036;1207
0609620;46395612.4174608;Compton Unified School District;Los Angeles-Long Beach-Anaheim, CA;270000;218.6666666666666667;2488
0609640;209094812.661769;Conejo Valley Unified School District;Los Angeles-Long Beach-Anaheim, CA;644000;325.4156769596199525;5316
0609850;374127922.325375;Corona-Norco Unified School District;Los Angeles-Long Beach-Anaheim, CA;410000;188.9930450559419413;9218
0610050;37655221.0879689;Covina-Valley Unified School District;Los Angeles-Long Beach-Anaheim, CA;425000;287.1024734982332155;1620
0610260;15797265.2497706;Culver City Unified School District;Los Angeles-Long Beach-Anaheim, CA;645000;469.4835680751173709;1287
0610440;15287485.145698;Cypress Elementary School District;Los Angeles-Long Beach-Anaheim, CA;489900;309.9730458221024259;1023
0611220;48312093.6070529;Dixie Elementary School District;San Francisco-Oakland-Hayward, CA;707000;446.4285714285714286;755
0611460;35501923.2683852;Downey Unified School District;Los Angeles-Long Beach-Anaheim, CA;413000;282.3795180722891566;1903
0611520;59367970.1148558;Duarte Unified School District;Los Angeles-Long Beach-Anaheim, CA;415000;323.3173076923076923;672
0611850;30817766.2014267;East Whittier City Elementary School District;Los Angeles-Long Beach-Anaheim, CA;429000;300.9935710111046172;1816
0611910;651562557.964344;Eastside Union Elementary School District;Los Angeles-Long Beach-Anaheim, CA;189000;105.8370750481077614;854
0612090;29332636.491017;El Monte City Elementary School District;Los Angeles-Long Beach-Anaheim, CA;460000;326.2061403508771930;989
0612120;57638197.2146835;El Monte Union High School District;Los Angeles-Long Beach-Anaheim, CA;449900;311.1111111111111111;1858
0612180;20559307.3092404;El Rancho Unified School District;Los Angeles-Long Beach-Anaheim, CA;360000;281.4327485380116959;861
0612210;8831418.97252845;El Segundo Unified School District;Los Angeles-Long Beach-Anaheim, CA;849000;499.5836802664446295;409
0612630;3288005.32861692;Emery Unified School District;San Francisco-Oakland-Hayward, CA;449000;497.8723404255319149;450
0613360;703191998.859224;Fairfield-Suisun Unified School District;San Francisco-Oakland-Hayward, CA;315000;187.9882812500000000;4680
0613500;664881393.242946;Fallbrook Union Elementary School District;Los Angeles-Long Beach-Anaheim, CA;477700;221.1163770405476567;1588
0613530;899339591.504635;Fallbrook Union High School District;Los Angeles-Long Beach-Anaheim, CA;484500;215.8928571428571429;2644
0613800;1219855912.89833;Fillmore Unified School District;Los Angeles-Long Beach-Anaheim, CA;350000;213.9737991266375546;378
0614220;20071990.566197;Fountain Valley Elementary School District;Los Angeles-Long Beach-Anaheim, CA;577500;345.1749734888653234;1257
0614400;178918717.581711;Fremont Unified School District;San Francisco-Oakland-Hayward, CA;742500;499.2492492492492492;6042
0614430;139965830.123222;Fremont Union High School District;San Francisco-Oakland-Hayward, CA;990000;671.2802768166089965;4404
0614730;51979301.0599962;Fullerton Elementary School District;Los Angeles-Long Beach-Anaheim, CA;485000;311.7600631412786109;3168
0614760;112264934.013304;Fullerton Joint Union High School District;Los Angeles-Long Beach-Anaheim, CA;455000;300.0000000000000000;6364
0614880;74723274.1863833;Garden Grove Unified School District;Los Angeles-Long Beach-Anaheim, CA;406000;296.0457856399583767;4426
0614940;12297830.4638949;Garvey Elementary School District;Los Angeles-Long Beach-Anaheim, CA;510000;341.7968750000000000;590
0615240;97274016.6821478;Glendale Unified School District;Los Angeles-Long Beach-Anaheim, CA;615000;390.3614457831325301;4394
0615270;58644844.340837;Glendora Unified School District;Los Angeles-Long Beach-Anaheim, CA;525000;329.3233082706766917;1204
0615600;397338572.756933;Gorman Elementary School District;Los Angeles-Long Beach-Anaheim, CA;241000;154.3882126841768097;2
0616325;57222310.9116458;Hacienda La Puente Unified School District;Los Angeles-Long Beach-Anaheim, CA;400000;293.2551319648093842;2152
0616620;126097417.601284;Harmony Union Elementary School District;San Francisco-Oakland-Hayward, CA;690000;396.8253968253968254;128
0616680;10267431.5861239;Hawthorne School District;Los Angeles-Long Beach-Anaheim, CA;420000;275.5102040816326531;549
0616740;84291857.8520749;Hayward Unified School District;San Francisco-Oakland-Hayward, CA;460000;323.7156931738212526;3990
0617040;3907284.72872727;Hermosa Beach City Elementary School District;Los Angeles-Long Beach-Anaheim, CA;1400000;733.6846372111876773;704
0617190;16191599.4244621;Hillsborough City Elementary;San Francisco-Oakland-Hayward, CA;3000000;853.2423208191126280;360
0617880;291798827.77463;Hughes-Elizabeth Lakes Union Elementary School District;Los Angeles-Long Beach-Anaheim, CA;194000;156.9100784550392275;202
0618030;36797099.9542294;Huntington Beach City Elementary School District;Los Angeles-Long Beach-Anaheim, CA;640000;388.8888888888888889;2925
0618060;116826036.529048;Huntington Beach Union High School District;Los Angeles-Long Beach-Anaheim, CA;575000;364.4939965694682676;7943
0618390;26518830.6069828;Inglewood Unified School District;Los Angeles-Long Beach-Anaheim, CA;377000;255.4240631163708087;1267
0618840;331917076.173465;Jefferson Elementary School District;San Francisco-Oakland-Hayward, CA;418000;181.6074188562596600;477
0618870;16548425.8673161;Jefferson Elementary School District;San Francisco-Oakland-Hayward, CA;705000;499.2169146436961629;1116
0618930;82016979.2906098;Jefferson Union High School District;San Francisco-Oakland-Hayward, CA;700000;495.7446808510638298;2529
0618990;53212475.9228033;John Swett Unified School District;San Francisco-Oakland-Hayward, CA;370000;246.3312368972746331;401
0619380;57627779.4616341;Kentfield Elementary School District;San Francisco-Oakland-Hayward, CA;1350000;652.8046421663442940;443
0619440;785672716.612856;Keppel Union Elementary School District;Los Angeles-Long Beach-Anaheim, CA;170000;117.0694864048338369;607
0619540;7918158371.7188;Kern High School District;Los Angeles-Long Beach-Anaheim, CA;190000;116.1564625850340136;19620
0620040;78336255.925552;Knightsen Elementary School District;San Francisco-Oakland-Hayward, CA;442000;208.4405558414822440;113
0620130;19057758.9789999;La Canada Unified School District;Los Angeles-Long Beach-Anaheim, CA;1410000;567.3758865248226950;677
0620190;17112885.7874759;La Habra City Elementary;Los Angeles-Long Beach-Anaheim, CA;385000;279.1068580542264753;1208
0620220;351878658.839759;La Honda-Pescadero Unified;San Francisco-Oakland-Hayward, CA;625000;479.1208791208791209;96
0620310;50060466.759917;Lafayette Elementary School District;San Francisco-Oakland-Hayward, CA;1185000;532.3193916349809886;920
0620370;60265957.2937794;Laguna Beach Unified School District;Los Angeles-Long Beach-Anaheim, CA;1360000;756.7567567567567568;1366
0620430;96833483.8733054;Laguna Joint Elementary School District;San Francisco-Oakland-Hayward, CA;1050000;656.2500000000000000;1
0620460;40352691.508394;Pacifica;San Francisco-Oakland-Hayward, CA;715000;499.3333333333333333;966
0620520;48122074.2670126;Lagunitas Elementary School District;San Francisco-Oakland-Hayward, CA;695000;442.7083333333333333;109
0620700;83107199.4647455;Lakeside Joint School District;San Francisco-Oakland-Hayward, CA;895000;403.0612244897959184;106
0620880;215870086.237232;Lancaster Elementary School District;Los Angeles-Long Beach-Anaheim, CA;177000;109.4003241491085900;4959
0620910;15055312.7719558;Larkspur School District;San Francisco-Oakland-Hayward, CA;1195000;672.4870221802737140;470
0621000;204246708.372026;Las Virgenes Unified School District;Los Angeles-Long Beach-Anaheim, CA;867500;360.6237816764132554;2696
0621210;9722920.17519828;Lawndale Elementary School District;Los Angeles-Long Beach-Anaheim, CA;450000;325.3090435914118412;666
0621420;4258932.26192014;Lennox School District;Los Angeles-Long Beach-Anaheim, CA;355000;252.7704485488126649;146
0621600;567759063.060617;Liberty Union High School District;San Francisco-Oakland-Hayward, CA;420000;197.4789915966386555;5410
0621930;13826743.2059216;Little Lake City Elementary School District;Los Angeles-Long Beach-Anaheim, CA;370000;282.9313543599257885;707
0622110;695138322.214875;Livermore Valley Joint Unified;San Francisco-Oakland-Hayward, CA;608000;366.1812010443864230;3620
0622380;20795932.9831531;Las Lomitas Elementary School District;San Francisco-Oakland-Hayward, CA;1844000;852.8111181301326595;449
0622500;357687148.019761;Long Beach Unified School District;Los Angeles-Long Beach-Anaheim, CA;399000;316.4012053379250969;12350
0622590;46072893.25393;Los Alamitos Unified School District;Los Angeles-Long Beach-Anaheim, CA;285000;260.3448275862068966;2427
0622650;55709382.6607536;Los Altos Elementary School District;San Francisco-Oakland-Hayward, CA;2100000;919.6902654867256637;1254
0622710;1680408649.16026;Los Angeles Unified School District;Los Angeles-Long Beach-Anaheim, CA;492000;335.5879292403746098;83851
0622800;369710282.386444;Los Gatos-Saratoga Joint Union High School District;San Francisco-Oakland-Hayward, CA;1500000;656.8144499178981938;1932
0622890;9075396.01394683;Los Nietos;Los Angeles-Long Beach-Anaheim, CA;370000;300.7181328545780969;231
0623010;24769331.1336623;Lowell Joint School District;Los Angeles-Long Beach-Anaheim, CA;476500;296.9557725445146468;1052
0623160;12445023.7465165;Lynwood Unified School District;Los Angeles-Long Beach-Anaheim, CA;305000;243.5446009389671362;575
0623430;13533635.8795739;Magnolia Elementary School District;Los Angeles-Long Beach-Anaheim, CA;427000;283.9396628216503993;847
0624030;105235351.345417;Martinez Unified School District;San Francisco-Oakland-Hayward, CA;455000;298.1438515081206497;1094
0624500;283430246.818086;Milpitas Unified School District;San Francisco-Oakland-Hayward, CA;653000;440.2697495183044316;1554
0624570;16573837.5933997;Menlo Park City Elementary School District;San Francisco-Oakland-Hayward, CA;1760000;936.1702127659574468;737
0624870;53971481.3199589;Mill Valley Elementary;San Francisco-Oakland-Hayward, CA;1285000;684.5670053217223029;1146
0624900;48295536.9988795;Millbrae Elementary School District;San Francisco-Oakland-Hayward, CA;1170000;700.2906976744186047;544
0625320;16930818.5050772;Monrovia Unified School District;Los Angeles-Long Beach-Anaheim, CA;550000;370.3703703703703704;1223
0625470;56949771.7931399;Montebello Unified School District;Los Angeles-Long Beach-Anaheim, CA;400000;285.0877192982456140;1741
0625740;46252879.3079364;Moraga Elementary;San Francisco-Oakland-Hayward, CA;869000;434.8776223776223776;618
0626130;70642416.7348394;Mountain House Elementary School District;San Francisco-Oakland-Hayward, CA;625000;251.4285714285714286;4
0626190;11875320.8977138;Mountain View Elementary School District;Los Angeles-Long Beach-Anaheim, CA;405000;267.1755725190839695;448
0626310;103528865.030538;Mountain View-Los Altos Union High;San Francisco-Oakland-Hayward, CA;1220000;762.3888182973316391;2727
0626340;127866534.533769;Mt. Baldy Joint Elementary School District;Los Angeles-Long Beach-Anaheim, CA;180000;212.0044052863436123;25
0626370;293601442.259002;Mt. Diablo Unified School District;San Francisco-Oakland-Hayward, CA;475000;309.0909090909090909;9060
0626490;1431540156.56734;Muroc Joint Unified;Los Angeles-Long Beach-Anaheim, CA;49000;36.2903225806451613;83
0626910;43421309.8355428;New Haven Unified School District;San Francisco-Oakland-Hayward, CA;600000;381.1973807296538821;1652
0627060;63160098.7521796;Newark Unified School District;San Francisco-Oakland-Hayward, CA;585000;397.9310344827586207;1223
0627180;170105980.368052;Newhall School District;Los Angeles-Long Beach-Anaheim, CA;460000;275.7158006362672322;2655
0627240;103644080.76466;Newport-Mesa Unified School District;Los Angeles-Long Beach-Anaheim, CA;919000;501.1111111111111111;6308
0627300;89658235.9485513;Nicasio School District;San Francisco-Oakland-Hayward, CA;1250000;527.1828665568369028;20
0627690;40816245.9680638;Norwalk-La Mirada Unified School District;Los Angeles-Long Beach-Anaheim, CA;364000;288.9191026512576479;2692
0627720;166037605.522972;Novato Unified School District;San Francisco-Oakland-Hayward, CA;685000;370.5882352941176471;2104
0627850;58295460.4622736;Oak Park Unified School District;Los Angeles-Long Beach-Anaheim, CA;620000;346.4673913043478261;625
0628050;149941873.460412;Oakland Unified School District;San Francisco-Oakland-Hayward, CA;500000;365.1115618661257606;10738
0628080;139686249.624709;Oakley Union Elementary School District;San Francisco-Oakland-Hayward, CA;345000;181.4516129032258065;1476
0628140;33860129.3279296;Ocean View School District;Los Angeles-Long Beach-Anaheim, CA;605000;370.9459459459459459;2375
0628170;200046999.786598;Ocean View;Los Angeles-Long Beach-Anaheim, CA;377000;245.4682779456193353;279
0628320;202881803.416716;Old Adobe Union School District;San Francisco-Oakland-Hayward, CA;530000;299.9040307101727447;724
0628470;62626658.2352676;Ontario-Montclair Elementary School District;Los Angeles-Long Beach-Anaheim, CA;300000;217.4987642115669797;3262
0628650;374575786.438788;Orange Unified School District;Los Angeles-Long Beach-Anaheim, CA;515000;303.1250000000000000;6207
0628860;69479044.7713121;Orinda Union Elementary School District;San Francisco-Oakland-Hayward, CA;1247400;527.3871206513693560;756
0629270;601887758.071777;Oxnard Union High School District;Los Angeles-Long Beach-Anaheim, CA;425000;268.6202686202686203;7915
0629340;127468618.950299;Pacific Elementary School District;San Francisco-Oakland-Hayward, CA;656000;514.0018066847335140;13
0629580;197539529.86723;Palmdale Elementary School District;Los Angeles-Long Beach-Anaheim, CA;200000;118.5897435897435897;4776
0629610;65252545.8490701;Palo Alto Unified School District;San Francisco-Oakland-Hayward, CA;2050000;1094.5273631840796020;1425
0629700;63168528.4396742;Palos Verdes Peninsula Unified;Los Angeles-Long Beach-Anaheim, CA;1262500;534.5501955671447197;2234
0629850;17701306.2942461;Paramount Unified School District;Los Angeles-Long Beach-Anaheim, CA;270000;237.9182156133828996;962
0629940;115193333.18975;Pasadena Unified School District;Los Angeles-Long Beach-Anaheim, CA;627500;428.2407407407407407;6207
0630030;929450000.503348;Patterson Joint Unified;San Francisco-Oakland-Hayward, CA;250000;104.8018292682926829;899
0630250;637330577.365755;Petaluma Joint Union High School District;San Francisco-Oakland-Hayward, CA;550000;327.0875763747454175;1946
0630330;4389908.32742507;Piedmont City Unified School District;San Francisco-Oakland-Hayward, CA;1750000;685.4558107167710508;328
0630600;77667615.3502731;Pittsburg Unified School District;San Francisco-Oakland-Hayward, CA;305000;196.1752004935225170;1535
0630660;107346814.078589;Placentia-Yorba Linda Unified School District;Los Angeles-Long Beach-Anaheim, CA;547000;303.1409788166544923;4997
0631320;81480714.4336481;Pomona Unified School District;Los Angeles-Long Beach-Anaheim, CA;320000;238.9540126239855726;3667
0631470;50974261.7372148;Portola Valley Elementary School District;San Francisco-Oakland-Hayward, CA;2000000;807.6358296622613803;215
0631860;66806548.8336053;Ravenswood City Elementary School District;San Francisco-Oakland-Hayward, CA;580000;468.4684684684684685;537
0632130;122650765.771743;Redwood City Elementary School District;San Francisco-Oakland-Hayward, CA;955000;627.3291925465838509;4344
0632160;18261689.7874138;Reed Union Elementary School District;San Francisco-Oakland-Hayward, CA;2100000;827.2058823529411765;590
0632550;158940550.155634;West Contra Costa Unified School District;San Francisco-Oakland-Hayward, CA;395000;276.0736196319018405;6259
0633110;942736990.272521;River Delta Joint Unified;San Francisco-Oakland-Hayward, CA;269000;176.6941101963267891;748
0633570;8183452.6861621;Rosemead Elementary;Los Angeles-Long Beach-Anaheim, CA;508000;372.0038350910834132;335
0633660;6474594.98576053;Ross Elementary;San Francisco-Oakland-Hayward, CA;2940000;936.7681498829039813;108
0633750;62894386.2392491;Rowland Unified School District;Los Angeles-Long Beach-Anaheim, CA;460000;304.1622198505869797;1939
0633860;252088575.254124;Saddleback School District;Los Angeles-Long Beach-Anaheim, CA;371900;285.8660130718954248;10834
0634230;17376503.5259582;San Bruno Park Elementary;San Francisco-Oakland-Hayward, CA;550000;523.0769230769230769;985
0634290;14075054.2625509;San Carlos Elementary School District;San Francisco-Oakland-Hayward, CA;1025000;661.8705035971223022;909
0634410;121806404.10767;San Francisco Unified School District;San Francisco-Oakland-Hayward, CA;975000;758.6898395721925134;16199
0634425;12010767.0277274;San Gabriel Unified School District;Los Angeles-Long Beach-Anaheim, CA;660000;398.3428935627788400;736
0634680;30042617.0587368;San Leandro Unified;San Francisco-Oakland-Hayward, CA;490000;340.9064994298745724;1614
0634710;29299879.3930376;San Lorenzo Unified School District;San Francisco-Oakland-Hayward, CA;462000;350.2277904328018223;1569
0634740;236524406.693825;San Lorenzo Valley Unified School District;San Francisco-Oakland-Hayward, CA;450000;349.1666666666666667;1046
0634860;10682994.944223;San Marino Unified School District;Los Angeles-Long Beach-Anaheim, CA;1868000;765.4075546719681909;431
0634920;79055203.7280477;San Mateo-Foster City Schools;San Francisco-Oakland-Hayward, CA;810000;597.0400000000000000;3582
0635090;42368007.5079613;San Rafael City Elementary School District;San Francisco-Oakland-Hayward, CA;815000;466.3363450888953658;1238
0635110;90683668.6539749;San Rafael City High School District;San Francisco-Oakland-Hayward, CA;779000;458.6776859504132231;1993
0635130;274159723.19777;San Ramon Valley Unified School District;San Francisco-Oakland-Hayward, CA;915000;416.0363086232980333;6529
0635310;68030945.1463217;Santa Ana Unified School District;Los Angeles-Long Beach-Anaheim, CA;369000;296.8369829683698297;3385
0635430;108075986.630587;Santa Clara Unified School District;San Francisco-Oakland-Hayward, CA;701000;514.1129032258064516;3077
0635600;401131965.568294;Santa Cruz City High School District;San Francisco-Oakland-Hayward, CA;649000;440.0000000000000000;2905
0635700;211896907.146467;Santa Monica-Malibu Unified School District;Los Angeles-Long Beach-Anaheim, CA;1360000;788.2111034955448938;2871
0635910;100480943.090029;Saratoga Union Elementary;San Francisco-Oakland-Hayward, CA;2250000;772.4778387505276488;644
0635970;279247330.902059;Saugus Union School District;Los Angeles-Long Beach-Anaheim, CA;445000;253.4659820282413350;4895
0636000;33165417.1371806;Sausalito Marin City;San Francisco-Oakland-Hayward, CA;1150000;661.2090680100755668;358
0636030;6027079.89799302;Savanna Elementary School District;Los Angeles-Long Beach-Anaheim, CA;341000;275.8979698073919833;602
0636390;269324711.058833;Sequoia Union High School District;San Francisco-Oakland-Hayward, CA;1010000;651.8755718206770357;6396
0636670;606274288.342628;Shoreline Unified School District;San Francisco-Oakland-Hayward, CA;805000;447.6164079822616408;327
0636840;231019309.420644;Simi Valley Unified School District;Los Angeles-Long Beach-Anaheim, CA;465000;276.0504201680672269;4389
0636970;1128569794.76951;Snowline Joint Unified School District;Los Angeles-Long Beach-Anaheim, CA;227000;113.5836810384793695;1238
0636972;1422235845.60274;Victor Valley Union High School District;Los Angeles-Long Beach-Anaheim, CA;173250;96.6981132075471698;4961
0637500;8917028.30516189;South Pasadena Unified School District;Los Angeles-Long Beach-Anaheim, CA;880000;504.8638132295719844;567
0637530;29473172.7090344;South San Francisco Unified School District;San Francisco-Oakland-Hayward, CA;642500;493.6102236421725240;1556
0637560;10564602.8834586;South Whittier Elementary;Los Angeles-Long Beach-Anaheim, CA;360000;269.0972222222222222;459
0637620;792677277.891901;Southern Kern Unified;Los Angeles-Long Beach-Anaheim, CA;169000;106.7724222086638194;759
0638220;178088046.525407;Sulphur Springs Union School District;Los Angeles-Long Beach-Anaheim, CA;355000;234.2502218278615794;2419
0638790;443882907.844895;Tamalpais Union High School District;San Francisco-Oakland-Hayward, CA;1250000;672.6457399103139013;4141
0638980;9418833.19081924;Temple City Unified School District;Los Angeles-Long Beach-Anaheim, CA;712000;432.7106366755623332;785
0639420;53087535.0349691;Torrance Unified School District;Los Angeles-Long Beach-Anaheim, CA;645000;421.7660728117738187;3385
0640150;62824359.230267;Tustin Unified School District;Los Angeles-Long Beach-Anaheim, CA;550000;330.0000000000000000;3969
0640260;74245855.5720137;Two Rock Union School District;San Francisco-Oakland-Hayward, CA;632775;527.3125000000000000;8
0640650;8246787.13979072;Valle Lindo Elementary School District;Los Angeles-Long Beach-Anaheim, CA;400000;282.9064919594997022;86
0640740;120485751.856255;Vallejo City Unified School District;San Francisco-Oakland-Hayward, CA;274000;183.2402234636871508;4115
0641250;34893269.2062752;Walnut Creek Elementary School District;San Francisco-Oakland-Hayward, CA;425000;369.1026827012025902;3009
0641280;56053137.0400487;Walnut Valley Unified School District;Los Angeles-Long Beach-Anaheim, CA;658000;350.5572441742654509;1674
0642000;22034660.078385;West Covina Unified School District;Los Angeles-Long Beach-Anaheim, CA;445000;288.0886426592797784;1286
0642120;820471412.232349;Westside Union Elementary School District;Los Angeles-Long Beach-Anaheim, CA;252000;121.2300413956238912;3220
0642150;26096816.680692;Westminster Elementary School District;Los Angeles-Long Beach-Anaheim, CA;485000;314.6067415730337079;1386
0642450;40395872.4176281;Whittier City Elementary School District;Los Angeles-Long Beach-Anaheim, CA;385000;274.3902439024390244;1378
0642480;104838138.640929;Whittier Union High School District;Los Angeles-Long Beach-Anaheim, CA;395000;286.4394488759970993;4591
0642510;1031214025.95208;William S. Hart Union High School District;Los Angeles-Long Beach-Anaheim, CA;430000;251.9054878048780488;10863
0642750;30772639.3594225;Wilmar Union Elementary School District;San Francisco-Oakland-Hayward, CA;775000;397.7900552486187845;72
0642810;260101462.609079;Wilsona Elementary School District;Los Angeles-Long Beach-Anaheim, CA;122000;94.1176470588235294;365
0642990;10054385.6359315;Wiseburn Elementary School District;Los Angeles-Long Beach-Anaheim, CA;600000;433.4170854271356784;437
0643140;30269874.3404383;Woodside Elementary School District;San Francisco-Oakland-Hayward, CA;2517000;874.5000000000000000;114
0684500;157899609.674368;Irvine Unified School District;Los Angeles-Long Beach-Anaheim, CA;635000;394.2652329749103943;6603
0901020;114870279.539202;Danbury School District;New York-Newark-Jersey City, NY-NJ-PA;163000;158.0278128950695322;3
0901710;143276894.372695;Greenwich School District;New York-Newark-Jersey City, NY-NJ-PA;553500;368.0186170212765957;7
0902700;58437720.3628701;New Canaan School District;New York-Newark-Jersey City, NY-NJ-PA;1330000;357.7192038730500269;1
